# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "00ref/UCSC_hg19_chr19_gene_annotation.gtf" "-o" "08feature_count/out_counts.txt" "04align_out/adrenalAligned.sortedByCoord.out.bam" "04align_out/brainAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	04align_out/adrenalAligned.sortedByCoord.out.bam	04align_out/brainAligned.sortedByCoord.out.bam
RDH13	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55555692;55555692;55555692;55555692;55558473;55558755;55558755;55558755;55559414;55559414;55559697;55559697;55559697;55559697;55560027;55560027;55560027;55560027;55568021;55568021;55568021;55568021;55570525;55570525;55570525;55570525;55574336;55574336;55574336;55575664;55580690	55556677;55556677;55556677;55556677;55558856;55558856;55558856;55558856;55559625;55559625;55559909;55559909;55559909;55559909;55560131;55560131;55560131;55560131;55568176;55568176;55568176;55568176;55570643;55570643;55570643;55570643;55574585;55574585;55574585;55575780;55580914	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2767	0	0
EPS8L1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55587221;55587776;55589456;55590367;55591058;55591497;55591760;55592140;55592140;55592599;55592599;55593141;55593141;55593460;55593460;55593643;55593643;55593822;55593822;55594746;55594746;55594984;55594984;55597209;55597209;55597429;55597429;55597760;55597760;55598082;55598082;55598671;55598671;55598896;55598896	55587287;55587829;55589496;55590425;55591219;55591646;55591909;55592222;55592222;55592860;55592860;55593267;55593267;55593548;55593548;55593717;55593717;55593970;55593970;55594887;55594887;55595012;55595012;55597341;55597341;55597560;55597560;55597886;55597886;55598256;55598256;55598803;55598803;55599291;55599291	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2735	0	0
PPP1R12C	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55602281;55603018;55603227;55603590;55603810;55603990;55604151;55604384;55604521;55605713;55606029;55606659;55606813;55607235;55607419;55607630;55610152;55610319;55614777;55623835;55624033;55628591	55602926;55603068;55603277;55603694;55603912;55604030;55604236;55604444;55604601;55605803;55606166;55606726;55606971;55607308;55607546;55607703;55610226;55610463;55614936;55623953;55624163;55628927	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2924	0	0
TNNT1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55644161;55644161;55644161;55645255;55645255;55645255;55645434;55645434;55645434;55648471;55648471;55648471;55649329;55649329;55649329;55652251;55652251;55652251;55652554;55652554;55652554;55653225;55653225;55653225;55656912;55656912;55656912;55657802;55657802;55658049;55658049;55658049;55658376;55658376;55658376;55658494;55658494;55658494;55660529;55660529;55660529	55644328;55644328;55644328;55645295;55645295;55645295;55645572;55645524;55645524;55648580;55648580;55648580;55649442;55649442;55649442;55652328;55652328;55652328;55652670;55652670;55652670;55653288;55653288;55653288;55656933;55656933;55656933;55657834;55657834;55658075;55658075;55658075;55658389;55658389;55658389;55658536;55658536;55658536;55660606;55660606;55660606	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1048	0	0
TNNI3	chr19;chr19;chr19;chr19;chr19;chr19;chr19	55663136;55665398;55666109;55667569;55667971;55668418;55668936	55663285;55665574;55666198;55667700;55668012;55668502;55669100	-;-;-;-;-;-;-	841	0	0
C19orf51	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55670029;55670029;55670029;55670029;55670901;55670901;55670901;55670901;55671267;55671267;55671267;55671267;55672008;55672008;55672008;55672008;55672433;55672433;55672433;55672433;55672661;55672661;55672661;55672661;55673011;55673011;55673011;55673011;55673501;55673501;55673501;55673501;55676738;55676738;55676738;55676738;55677150;55677226;55677226;55677226;55677697;55677697;55677697;55677697;55677880;55677880;55677880;55677891	55670817;55670817;55670817;55670817;55670975;55670975;55670975;55670975;55671378;55671381;55671381;55671381;55672143;55672143;55672143;55672143;55672555;55672555;55672555;55672555;55672786;55672786;55672786;55672786;55673193;55673193;55673193;55673193;55673658;55673658;55673658;55673658;55676831;55676831;55676831;55676831;55677368;55677431;55677368;55677368;55677785;55677785;55677785;55677785;55678090;55678090;55678090;55678090	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2381	0	0
SYT5	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55684469;55685885;55686250;55686540;55687077;55687373;55689564;55690331;55691485	55685052;55686018;55686367;55686707;55687244;55687492;55689736;55690454;55691720	-;-;-;-;-;-;-;-;-	1825	0	0
PTPRH	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55692615;55692615;55693384;55693384;55696870;55696870;55697230;55697230;55697593;55697593;55697832;55697832;55698881;55698881;55699446;55699446;55702869;55702869;55703031;55703031;55707890;55707890;55708485;55708485;55710011;55710011;55711604;55711604;55713424;55713424;55715150;55716694;55718057;55718057;55718534;55718534;55720751;55720751	55693271;55693271;55693519;55693519;55697030;55697030;55697352;55697352;55697727;55697727;55697908;55697908;55698971;55698971;55699536;55699536;55702916;55702916;55703109;55703109;55708156;55708156;55708784;55708784;55710280;55710280;55711870;55711870;55713690;55713690;55715416;55716960;55718323;55718323;55718567;55718567;55720874;55720874	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3928	0	0
TMEM86B	chr19;chr19;chr19	55738002;55739559;55740059	55738931;55739805;55740632	-;-;-	1751	0	0
PPP6R1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55741147;55741981;55742142;55742778;55742966;55743170;55743443;55748011;55748281;55750773;55750962;55751194;55751367;55751604;55752313;55752607;55752845;55753534;55753744;55756488;55756633;55756860;55758245;55769803	55741899;55742052;55742252;55742859;55743036;55743350;55743579;55748189;55748338;55750870;55751051;55751279;55751482;55751668;55752447;55752759;55753007;55753647;55753856;55756553;55756770;55757046;55758477;55770038	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3637	0	0
HSPBP1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55773591;55773591;55776646;55776646;55777254;55777254;55777499;55777499;55785766;55785766;55789010;55789010;55790767;55790767;55791403;55791403;55791586	55774050;55774050;55776757;55776757;55777350;55777350;55777654;55777654;55785990;55785990;55789214;55789214;55791070;55791070;55791751;55791476;55791751	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1908	0	0
BRSK1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55795534;55798375;55798582;55800848;55805385;55805582;55805697;55812880;55813505;55814065;55814679;55815035;55815418;55815919;55816689;55816831;55817620;55820007;55823279	55795946;55798469;55798667;55800988;55805501;55805615;55805765;55813026;55813536;55814235;55814776;55815194;55815478;55816288;55816737;55816954;55817818;55820096;55823903	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3081	0	0
TMEM150B	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55824227;55828154;55831407;55831759;55831926;55832337;55834016;55836640	55824423;55828334;55831534;55831826;55831985;55832412;55834111;55836708	-;-;-;-;-;-;-;-	875	0	0
SUV420H2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55851221;55853162;55853583;55854110;55855048;55855346;55857581;55857868;55858324	55851325;55853414;55853748;55854219;55855211;55855365;55857717;55858055;55859489	+;+;+;+;+;+;+;+;+	2309	0	0
COX6B2	chr19;chr19;chr19;chr19;chr19	55861070;55864975;55865234;55865778;55866018	55862168;55865142;55865334;55865907;55866182	-;-;-;-;-	1663	0	0
FAM71E2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55866276;55866628;55869513;55872061;55872221;55872368;55872542;55872778;55873613;55873946;55874285	55866463;55866713;55871347;55872137;55872273;55872471;55872606;55872802;55873871;55874100;55874620	-;-;-;-;-;-;-;-;-;-;-	3183	0	0
IL11	chr19;chr19;chr19;chr19;chr19	55875757;55879578;55879851;55880137;55881672	55877545;55879739;55879937;55880309;55881814	-;-;-;-;-	2354	0	0
TMEM190	chr19;chr19;chr19;chr19;chr19	55888204;55888359;55888961;55889170;55889343	55888279;55888394;55889086;55889254;55889612	+;+;+;+;+	593	0	0
TMEM238	chr19;chr19	55890612;55895090	55890735;55895627	-;-	662	0	0
RPL28	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55897300;55897300;55897300;55897300;55897300;55897718;55897718;55897718;55897718;55897718;55897938;55897938;55897938;55897938;55897938;55898653;55899298;55899298;55899298;55899611;55902922	55897333;55897333;55897333;55897333;55897333;55897806;55897806;55897806;55897806;55897806;55898061;55898061;55898061;55898408;55898061;55899087;55903451;55899416;55899416;55903451;55903451	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5183	0	0
UBE2S	chr19;chr19;chr19;chr19	55912650;55915656;55918183;55918955	55913130;55915846;55918330;55919325	-;-;-;-	1191	0	0
SHISA7	chr19;chr19;chr19;chr19	55940105;55948972;55951978;55953560	55945163;55949121;55952132;55954230	-;-;-;-	6035	0	0
ISOC2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55964346;55964346;55964346;55966356;55966356;55966356;55966627;55966627;55966627;55967003;55967003;55967716;55967716;55967716;55972879;55972879;55972879	55964755;55964755;55964755;55966473;55966473;55966473;55966745;55966697;55966697;55967212;55967212;55967856;55967856;55967856;55973049;55973049;55973049	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1169	0	0
ZNF628	chr19;chr19;chr19	55987699;55991201;55992568	55988174;55991284;55995854	+;+;+	3847	0	0
NAT14	chr19;chr19;chr19	55996557;55997028;55997775	55996625;55997147;55998935	+;+;+	1350	0	0
SSC5D	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	55999870;55999870;56000373;56000373;56000721;56000721;56001249;56001249;56001665;56001665;56002139;56002139;56004962;56004962;56005977;56005977;56009247;56009247;56011183;56011183;56011857;56011857;56012401;56012401;56015483;56024378;56028591	55999981;55999981;56000399;56000399;56001029;56001029;56001362;56001362;56001775;56001775;56002447;56002447;56005279;56005279;56006150;56006150;56009564;56009564;56011779;56011779;56012171;56012171;56012568;56012568;56015691;56024539;56030466	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5119	0	0
SBK2	chr19;chr19;chr19;chr19	56041100;56042510;56047409;56048421	56041690;56042712;56047661;56048435	-;-;-;-	1062	0	0
SGK110	chr19;chr19;chr19;chr19	56052023;56055466;56056165;56056865	56052892;56055668;56056315;56056909	-;-;-;-	1269	0	0
ZNF579	chr19;chr19	56088891;56092161	56091007;56092211	-;-	2168	0	0
FIZ1	chr19;chr19;chr19	56102737;56108938;56110840	56105012;56109267;56110893	-;-;-	2660	0	0
ZNF524	chr19;chr19	56111730;56113441	56111774;56114504	+;+	1109	0	0
ZNF865	chr19	56124959	56129907	+	4949	0	0
ZNF784	chr19;chr19	56132107;56135850	56134010;56135941	-;-	1996	0	0
ZNF580	chr19;chr19;chr19;chr19;chr19	56152392;56153418;56153463;56153863;56153863	56152549;56154836;56153514;56154836;56154836	+;+;+;+;+	1577	0	0
ZNF581	chr19;chr19	56154986;56155919	56155140;56156989	+;+	1226	0	0
CCDC106	chr19;chr19;chr19;chr19;chr19;chr19	56158954;56160368;56160571;56160774;56162649;56163796	56159643;56160443;56160675;56160950;56162861;56164526	+;+;+;+;+;+	1992	0	0
U2AF2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56165416;56165416;56170576;56170576;56171543;56171543;56171882;56171882;56172404;56172404;56173868;56173868;56174972;56174972;56179873;56179873;56180036;56180036;56180449;56180449;56180810;56180810;56185300;56185300	56166519;56166519;56170711;56170711;56171587;56171587;56171985;56171985;56172555;56172555;56173984;56173984;56175110;56175110;56179952;56179952;56180158;56180158;56180547;56180535;56181058;56181058;56186082;56186082	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3131	0	0
EPN1	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56186561;56186561;56187991;56188916;56189893;56189893;56189893;56196762;56196762;56196762;56200236;56200236;56200236;56200663;56201233;56201233;56201233;56203120;56203120;56203120;56204052;56204052;56204052;56204317;56204317;56204320;56206092;56206092;56206092;56206514;56206514;56206514	56186801;56186801;56188584;56189100;56190221;56190221;56190221;56197011;56197011;56197011;56200360;56200360;56200360;56200737;56201316;56201316;56201316;56203423;56203423;56203423;56204162;56204162;56204162;56204403;56204403;56204403;56206349;56206349;56206349;56207133;56207133;56207133	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3263	0	0
NLRP9	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56219798;56223166;56223786;56226421;56228094;56235346;56241197;56243365;56249461	56220410;56223336;56223956;56226591;56228264;56235510;56241358;56244916;56249768	-;-;-;-;-;-;-;-;-	3484	0	0
RFPL4A	chr19;chr19;chr19	56270507;56273158;56273964	56270541;56273452;56274541	+;+;+	908	0	0
NLRP11	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56296763;56300173;56300595;56303667;56307446;56312938;56319219;56320135;56329270;56343329;56344192;56347702	56297237;56300343;56300765;56303837;56307616;56313105;56319380;56321704;56329602;56343460;56344281;56348128	-;-;-;-;-;-;-;-;-;-;-;-	4041	0	0
NLRP4	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56347944;56363382;56369040;56372752;56373358;56379075;56382193;56388362;56390160;56392836	56348300;56363726;56370615;56372913;56373525;56379242;56382363;56388532;56390330;56393220	+;+;+;+;+;+;+;+;+;+	3674	0	0
NLRP13	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56407311;56410136;56413401;56416308;56419158;56421929;56423072;56435280;56435956;56436333;56443359	56407485;56410303;56413571;56416478;56419322;56422099;56424659;56435345;56436024;56436401;56443702	-;-;-;-;-;-;-;-;-;-;-	3157	0	0
NLRP8	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56459198;56463904;56465867;56473433;56477579;56481910;56485018;56487499;56490760;56499180	56459635;56463978;56467466;56473603;56477746;56482062;56485188;56487669;56490930;56499995	+;+;+;+;+;+;+;+;+;+	3934	0	0
NLRP5	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56511092;56515082;56520154;56527108;56530708;56531741;56538279;56543977;56544908;56549391;56552288;56561784;56565004;56569606;56572762	56511153;56515461;56520219;56527164;56530764;56531797;56539875;56544147;56545075;56549561;56552458;56561954;56565174;56569776;56573174	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3883	0	0
ZNF787	chr19;chr19;chr19	56598732;56614508;56632541	56600461;56614596;56632649	-;-;-	1928	0	0
ZNF444	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56652535;56652535;56657616;56657616;56658259;56658259;56669863;56669863;56670993;56670996	56652726;56652726;56657789;56657789;56658577;56658577;56669971;56669971;56672262;56672262	+;+;+;+;+;+;+;+;+;+	2064	0	0
GALP	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56687389;56687389;56688439;56688439;56691955;56693541;56693541;56694504;56694504;56696584;56696584	56687431;56687431;56688564;56688564;56692003;56693621;56693621;56694581;56694581;56697144;56697144	+;+;+;+;+;+;+;+;+;+;+	938	0	0
ZSCAN5B	chr19;chr19;chr19;chr19	56701058;56702206;56703219;56704038	56701944;56702356;56703422;56704421	-;-;-;-	1626	0	0
ZSCAN5A	chr19;chr19;chr19;chr19;chr19	56732679;56733960;56735000;56736032;56739621	56733695;56734110;56735203;56736542;56739659	-;-;-;-;-	1922	0	0
ZNF542	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56879468;56879490;56879490;56879490;56879490;56880235;56880235;56880235;56880235;56880235;56880648;56880648;56884526;56884526;56884526;56884526;56884526;56884900;56884900;56884900;56884900;56884900;56886055;56886055;56886055;56888236;56888236;56888236;56888236;56888236	56879592;56879829;56879829;56879829;56879589;56880305;56880305;56880305;56880305;56880305;56880706;56880706;56884652;56884652;56884652;56884652;56884652;56884992;56884992;56884992;56884992;56884992;56886194;56886126;56886126;56891196;56891196;56891196;56891196;56891196	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3813	0	0
ZNF582	chr19;chr19;chr19;chr19;chr19	56894648;56901370;56901744;56903113;56904811	56896553;56901465;56901870;56903201;56904889	-;-;-;-;-	2297	0	0
LOC386758	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56905045;56905045;56905045;56905586;56909250;56909250;56909250;56909646;56909646;56910263	56905422;56905422;56905810;56905810;56909417;56910544;56909417;56909752;56910539;56910539	+;+;+;+;+;+;+;+;+;+	2061	0	0
ZNF583	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56915383;56915694;56915718;56918395;56918395;56918395;56925328;56925328;56925328;56925714;56925714;56925714;56934260;56934260;56934260	56915458;56915821;56915798;56918492;56918492;56918492;56925454;56925454;56925454;56925809;56925809;56925809;56936400;56936400;56936400	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2666	0	0
ZNF667	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	56950693;56950693;56969524;56969524;56972058;56972058;56973707;56973707;56983068;56985381;56988641;56988641	56954110;56954110;56969616;56969616;56972184;56972184;56973798;56973798;56983556;56985493;56988770;56988770	-;-;-;-;-;-;-;-;-;-;-;-	4462	0	0
LOC100128252	chr19;chr19;chr19;chr19	56989243;56989493;57005532;57005532	56989750;56989645;57006805;57006805	+;+;+;+	1782	0	0
ZNF471	chr19;chr19;chr19;chr19;chr19	57019212;57022886;57027644;57029851;57035693	57019289;57022973;57027770;57029946;57040269	+;+;+;+;+	4966	0	0
ZFP28	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	57050317;57050994;57058877;57059176;57060327;57061436;57061879;57065053	57050595;57051085;57059003;57059271;57060490;57061550;57061974;57068170	+;+;+;+;+;+;+;+	4087	0	0
ZNF470	chr19;chr19;chr19;chr19;chr19;chr19	57078890;57080127;57081649;57085763;57086007;57088081	57079407;57080252;57081740;57085889;57086102;57094262	+;+;+;+;+;+	7141	0	0
ZNF71	chr19;chr19;chr19	57106664;57112875;57132636	57106796;57112959;57135544	+;+;+	3127	0	0
LOC147670	chr19;chr19;chr19;chr19	57154527;57156936;57158926;57166471	57154578;57157204;57159002;57168614	+;+;+;+	2542	0	0
ZNF835	chr19;chr19	57174020;57182944	57176613;57183123	-;-	2774	0	0
ZIM2	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	57285923;57285923;57285923;57290745;57290745;57290745;57293321;57293321;57293321;57301240;57301240;57301240;57329968;57329968;57329968;57333019;57333019;57333019;57334121;57334121;57334121;57334958;57334958;57334958;57335630;57335630;57335630;57337756;57337756;57347386;57347386;57347386;57351955;57351955;57351955	57286897;57286897;57286897;57290840;57290840;57290840;57293489;57293489;57293489;57301319;57301319;57301319;57330070;57330070;57330070;57333122;57333122;57333122;57334204;57334204;57334204;57335047;57335047;57335047;57335795;57335795;57335882;57337831;57337831;57347472;57347472;57347472;57352097;57352097;57352097	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2260	0	0
